entry_id,source_volume,source_section,page_number,celan_term,english_meaning,category,usage_context,original_wording,canon_status,notes,related_entry_ids,relationship_type,potential_tension_id,review_status,review_reason
LX-V2-0089,Volume 2: Dictionary and Word Formation,Vocabulary > Words for Times of Day,7-8,Kinnmor,Morning (Earth Illuminated),Times of Day,"Early morning, when the earth is bathed in light.","Kinnmor – Morning (Earth Illuminated)
○ Root: Kinn (daylight) + Mor (earth)
○ Meaning: Early morning, when the earth is bathed in light.
○ Example: “Kinnmor kal dren nor shal.” – “The morning strengthens with water and light.”",Canon,Original numbered list structure preserved in original_wording field.,RM-V2-0001; RM-V2-0002; PE-V2-0002,related usage,,Approved,
LX-V2-0090,Volume 2: Dictionary and Word Formation,Vocabulary > Words for Times of Day,7-8,Kinnlin,Noon (Full Light),Times of Day,"Midday, when light reaches its peak.","Kinnlin – Noon (Full Light)
○ Root: Kinn (daylight) + -lin (culmination)
○ Meaning: Midday, when light reaches its peak.
○ Example: “Tal I dren an Kinnlin.” – “I drink the water at noon.”",Canon,Original numbered list structure preserved in original_wording field.,RM-V2-0001; RM-V2-0002; PE-V2-0003,related usage,,Approved,
LX-V2-0091,Volume 2: Dictionary and Word Formation,Vocabulary > Words for Times of Day,7-8,Kilvthal,Afternoon (Balancing Light and Shadow),Times of Day,The gradual transition from day to evening.,"Kilvthal – Afternoon (Balancing Light and Shadow)
○ Root: Kilv (shadow/time) + Thal (balance)
○ Meaning: The gradual transition from day to evening.
○ Example: “Nor-var I dren thal Kilvthal.” – “I will go to the water in the afternoon.”",Canon,Original numbered list structure preserved in original_wording field.,RM-V2-0001; RM-V2-0002; PE-V2-0004,related usage,,Approved,
LX-V2-0092,Volume 2: Dictionary and Word Formation,Vocabulary > Words for Times of Day,7-8,Kilveth,Evening (Shadow's Embrace),Times of Day,The time when shadows deepen and the day closes.,"Kilveth – Evening (Shadow's Embrace)
○ Root: Kilv (shadow/time) + Eth (embrace)
○ Meaning: The time when shadows deepen and the day closes.
○ Example: “Kilveth dren morl shal.” – “Evening rests under the light.”",Canon,Original numbered list structure preserved in original_wording field.,RM-V2-0001; RM-V2-0002; PE-V2-0005,related usage,,Approved,
LX-V2-0093,Volume 2: Dictionary and Word Formation,Vocabulary > Words for Times of Day,7-8,Kilvfah,Nightfall (Full Darkness),Times of Day,The time when darkness envelops the world.,"Kilvfah – Nightfall (Full Darkness)
○ Root: Kilv (shadow/time) + Fah (darkness)
○ Meaning: The time when darkness envelops the world.
○ Example: “Var I dren an Kilvfah.” – “I go to the water at nightfall.”",Canon,Original numbered list structure preserved in original_wording field.,RM-V2-0001; RM-V2-0002; PE-V2-0006,related usage,,Approved,
LX-V2-0094,Volume 2: Dictionary and Word Formation,Vocabulary > Words for Times of Day,7-8,Kilvlum,Midnight (Shadowed Reflection),Times of Day,"The deep, reflective part of the night.","Kilvlum – Midnight (Shadowed Reflection)
○ Root: Kilv (shadow/time) + Lum (inner light)
○ Meaning: The deep, reflective part of the night.
○ Example: “Tal I kilvlum dren nor veth.” – “I drink at midnight by the water's shadow.”",Canon,Original numbered list structure preserved in original_wording field.,RM-V2-0001; RM-V2-0002; PE-V2-0007,related usage,,Approved,
LX-V2-0095,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Belrin,Woven fabric,Expanded Vocabulary,Bel + rin = essence,"Example: Belrin (""Woven fabric""; Bel + rin = essence).",Canon,Original table/list entry preserved.,RM-V2-0003; PE-V2-0008,related usage,,Approved,
LX-V2-0096,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Belar,Binding spice,Expanded Vocabulary,Bel + ar = intensity,"Example: Belar (""Binding spice""; Bel + ar = intensity).",Canon,Original table/list entry preserved.,RM-V2-0003; PE-V2-0009,related usage,,Approved,
LX-V2-0097,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Brosrin,Layered food,Expanded Vocabulary,Bros + rin = essence,"Example: Brosrin (""Layered food""; Bros + rin = essence).",Canon,Original table/list entry preserved.,RM-V2-0004; PE-V2-0010,related usage,,Approved,
LX-V2-0098,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Balrin,Growing food,Expanded Vocabulary,Bal + rin = essence,"Example: Balrin (""Growing food""; Bal + rin = essence).",Canon,Original table/list entry preserved.,RM-V2-0005; PE-V2-0011,related usage,,Approved,
LX-V2-0099,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Brenmor,Harvested roots,Expanded Vocabulary,Bren + mor,"Example: Brenmor (""Harvested roots""; Bren + mor).",Canon,Original table/list entry preserved.,RM-V2-0006; PE-V2-0012,related usage,,Approved,
LX-V2-0100,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Phelvin,Comforting drink,Expanded Vocabulary,Phel + vin = pulled/essence,"Example: Phelvin (""Comforting drink""; Phel + vin = pulled/essence).",Canon,Original table/list entry preserved.,RM-V2-0007; PE-V2-0013,related usage,,Approved,
LX-V2-0101,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Prakorin,Tender bread,Expanded Vocabulary,Prak + orin = essence,"Example: Prakorin (""Tender bread""; Prak + orin = essence).",Canon,Original table/list entry preserved.,RM-V2-0008; PE-V2-0014,related usage,,Approved,
LX-V2-0102,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Pelvar,Sharp grain,Expanded Vocabulary,Pel + var = grounded,"Example: Pelvar (""Sharp grain""; Pel + var = grounded).",Canon,Original table/list entry preserved.,RM-V2-0009; PE-V2-0015,related usage,,Approved,
LX-V2-0103,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Peldren,Piercing water,Expanded Vocabulary,Pel + dren = water,"Example: Peldren (""Piercing water""; Pel + dren = water).",Canon,Original table/list entry preserved.,RM-V2-0009; PE-V2-0016,related usage,,Approved,
LX-V2-0104,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Pralmor,Detailed carving,Expanded Vocabulary,Pral + mor = earth,"Example: Pralmor (""Detailed carving""; Pral + mor = earth).",Canon,Original table/list entry preserved.,RM-V2-0010; PE-V2-0017,related usage,,Approved,
LX-V2-0105,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Jorlin,Bursting water,Expanded Vocabulary,Jor + lin = collective flow,"Example: Jorlin (""Bursting water""; Jor + lin = collective flow).",Canon,Original table/list entry preserved.,RM-V2-0011; PE-V2-0018,related usage,,Approved,
LX-V2-0106,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Jorvak,Bursting warmth,Expanded Vocabulary,Jor + vak = vessel,"Example: Jorvak (""Bursting warmth""; Jor + vak = vessel).",Canon,Original table/list entry preserved.,RM-V2-0011; PE-V2-0019,related usage,,Approved,
LX-V2-0107,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Jekvor,Spiraling spice,Expanded Vocabulary,Jek + vor = place,"Example: Jekvor (""Spiraling spice""; Jek + vor = place).",Canon,Original table/list entry preserved.,RM-V2-0012; PE-V2-0020,related usage,,Approved,
LX-V2-0108,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Jelvor,Zesty spice,Expanded Vocabulary,Jel + vor = location,"Example: Jelvor (""Zesty spice""; Jel + vor = location).",Canon,Original table/list entry preserved.,RM-V2-0013; PE-V2-0021,related usage,,Approved,
LX-V2-0109,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Jindral,Rare fruit,Expanded Vocabulary,Jin + dral = wonder,"Example: Jindral (""Rare fruit""; Jin + dral = wonder).",Canon,Original table/list entry preserved.,RM-V2-0014; PE-V2-0022,related usage,,Approved,
LX-V2-0110,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Welrim,Shared feast,Expanded Vocabulary,Wel + rim = celebration,"Example: Welrim (""Shared feast""; Wel + rim = celebration).",Canon,Original table/list entry preserved.,RM-V2-0015; PE-V2-0023,related usage,,Approved,
LX-V2-0111,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Welmor,Flowing earth,Expanded Vocabulary,Wel + mor = ground,"Example: Welmor (""Flowing earth""; Wel + mor = ground).",Canon,Original table/list entry preserved.,RM-V2-0015; PE-V2-0024,related usage,,Approved,
LX-V2-0112,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Weknor,Cyclical time,Expanded Vocabulary,Wek + nor = time,"Example: Weknor (""Cyclical time""; Wek + nor = time).",Canon,Original table/list entry preserved.,RM-V2-0016; PE-V2-0025,related usage,,Approved,
LX-V2-0113,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Worvenak,Abundant stew,Expanded Vocabulary,Wor + venak = warmth,"Example: Worvenak (""Abundant stew""; Wor + venak = warmth).",Canon,Original table/list entry preserved.,RM-V2-0017; PE-V2-0026,related usage,,Approved,
LX-V2-0114,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Xilvar,Hidden spice,Expanded Vocabulary,Xil + var = essence,"Example: Xilvar (""Hidden spice""; Xil + var = essence).",Canon,Original table/list entry preserved.,RM-V2-0018; PE-V2-0027,related usage,,Approved,
LX-V2-0115,Volume 2: Dictionary and Word Formation,Vocabulary > Expanded Vocabulary,8-10,Xarvel,Covered meal,Expanded Vocabulary,Xar + vel = sustenance,"Example: Xarvel (""Covered meal""; Xar + vel = sustenance).",Canon,Original table/list entry preserved.,RM-V2-0019; PE-V2-0028,related usage,,Approved,
LX-V2-0119,Volume 2: Dictionary and Word Formation,Vocabulary > Refined Relationships Chart,11,Ohmbaen,Beloved or soulmate,Refined Relationships,,Ohmbaen Beloved or soulmate Ohmbaen nor dren. (“The beloved rests near the water.”),Canon,Original table/list entry preserved.,PE-V2-0029,related usage,,Approved,
LX-V2-0120,Volume 2: Dictionary and Word Formation,Vocabulary > Refined Relationships Chart,11,Tlakorin,Confidant or trusted companion,Refined Relationships,,Tlakorin Confidant or trusted companion Tlakorin kal dren an Varthas. (“The confidant strengthens the city.”),Canon,Original table/list entry preserved.,PE-V2-0030,related usage,,Approved,
LX-V2-0121,Volume 2: Dictionary and Word Formation,Vocabulary > Refined Relationships Chart,11,Khumlor,"Chosen family, circle of belonging",Refined Relationships,,"Khumlor Chosen family, circle of belonging Khumlor var dren. (“The family gathers by the water.”)",Canon,Original table/list entry preserved.,PE-V2-0031,related usage,,Approved,
LX-V2-0122,Volume 2: Dictionary and Word Formation,Vocabulary > Refined Relationships Chart,11,Nkuvath,Promise or bond of trust,Refined Relationships,,Nkuvath Promise or bond of trust Nkuvath shal dren ser serathrin. (“The bond flows to the confidant.”),Canon,Original table/list entry preserved.,PE-V2-0032,related usage,,Approved,
LX-V2-0123,Volume 2: Dictionary and Word Formation,Vocabulary > Refined Relationships Chart,11,Mbalan,"Pillar of the community, a relied-upon figure",Refined Relationships,,"Mbalan Pillar of the community, a relied-upon figure Mbalan ser dren an Varthas. (“The community leader stands by the water in the city.”)",Canon,Original table/list entry preserved.,PE-V2-0033,related usage,,Approved,
LX-V2-0124,Volume 2: Dictionary and Word Formation,Vocabulary > Refined Relationships Chart,11,Nkural,Mentor or guide who nurtures growth,Refined Relationships,,Nkural Mentor or guide who nurtures growth Nkural nor dren ser Ilan. (“The mentor rests by the water with the student.”),Canon,Original table/list entry preserved.,PE-V2-0034,related usage,,Approved,
LX-V2-0125,Volume 2: Dictionary and Word Formation,Vocabulary > Refined Relationships Chart,11,Tlankor,Ally or supporter during challenges,Refined Relationships,,Tlankor Ally or supporter during challenges Tlankor kal dren ser Serin. (“The ally strengthens by the water with friends.”),Canon,Original table/list entry preserved.,PE-V2-0035,related usage,,Approved,
LX-V2-0126,Volume 2: Dictionary and Word Formation,Vocabulary > Refined Relationships Chart,11,Tlakhura,"A bond shared between two people, unspoken yet strong",Refined Relationships,,"Tlakhura A bond shared between two people, unspoken yet strong Tlakhura shal dren ser Zhivor. (“A bond flows with the family.”)",Canon,Original table/list entry preserved.,PE-V2-0036,related usage,,Approved,
LX-V2-0127,Volume 2: Dictionary and Word Formation,"Vocabulary > JARGON: (BATTLE, TEMPLE, MARKET) > Battle Jargon",11-13,Jorkal,Charge / Attack / Assault. A command or description of a forceful offensive push.,Battle Jargon,Jor (surge/burst) + Kal (strength/power),Jorkal: Derivation: Jor (surge/burst) + Kal (strength/power) / Meaning: Charge / Attack / Assault. A command or description of a forceful offensive push. / Example: Va jorkal an rath! (Command: Charge the enemy!),Canon,Original jargon entry preserved.,PE-V2-0037,related usage,,Approved,
LX-V2-0128,Volume 2: Dictionary and Word Formation,"Vocabulary > JARGON: (BATTLE, TEMPLE, MARKET) > Battle Jargon",11-13,Arthlor,Defensive Formation / Shield Wall / Fortified Position. Refers to holding a defensive position or a specific coordinated defensive setup.,Battle Jargon,Arth (protect/defend) + -or (place/location),Arthlor: Derivation: Arth (protect/defend) + -or (place/location) / Meaning: Defensive Formation / Shield Wall / Fortified Position. Refers to holding a defensive position or a specific coordinated defensive setup. / Example: Var Seren arthlor an Kaleth. (The Guardians go to the defensive formation at the Fortress.),Canon,Original jargon entry preserved.,PE-V2-0038,related usage,,Approved,
LX-V2-0129,Volume 2: Dictionary and Word Formation,"Vocabulary > JARGON: (BATTLE, TEMPLE, MARKET) > Battle Jargon",11-13,Serenkal,"Elite Warrior / Vanguard / Shock Trooper. Refers specifically to experienced, strong front-line fighters or protectors.",Battle Jargon,Seren (guardian/protector) + Kal (strength),"Serenkal: Derivation: Seren (guardian/protector) + Kal (strength) / Meaning: Elite Warrior / Vanguard / Shock Trooper. Refers specifically to experienced, strong front-line fighters or protectors. / Example: Nor-var Serenkal thal morl. (The Elite Warriors will advance from the mountain.)",Canon,Original jargon entry preserved.,PE-V2-0039,related usage,,Approved,
LX-V2-0130,Volume 2: Dictionary and Word Formation,"Vocabulary > JARGON: (BATTLE, TEMPLE, MARKET) > Battle Jargon",11-13,Belshara,"Coordinated Maneuver / Formation Movement / Tactical Path. Refers to moving troops in a specific, planned way.",Battle Jargon,Bel (bind/weave) + Shara (path/journey),"Belshara: Derivation: Bel (bind/weave) + Shara (path/journey) / Meaning: Coordinated Maneuver / Formation Movement / Tactical Path. Refers to moving troops in a specific, planned way. / Example: Lorin Ilin belshara an vethor. (Guide us in the coordinated maneuver through the shadow.)",Canon,Human-approved fused spelling applied: Belshara. Wording otherwise preserved.,PE-V2-0040,related usage,,Approved,
LX-V2-0131,Volume 2: Dictionary and Word Formation,"Vocabulary > JARGON: (BATTLE, TEMPLE, MARKET) > Battle Jargon",11-13,Rathvethor,Hidden Enemy / Ambush / Unseen Threat. Used when scouting or warning about potential ambushes or concealed enemies.,Battle Jargon,Rath (enemy/foe) + Vethor (shadow/mystery),Rathvethor: Derivation: Rath (enemy/foe) + Vethor (shadow/mystery) / Meaning: Hidden Enemy / Ambush / Unseen Threat. Used when scouting or warning about potential ambushes or concealed enemies. / Example: Ra var rathvethor an Verdor? (Is there a hidden enemy in the forest?),Canon,Human-approved fused spelling applied: Rathvethor. Wording otherwise preserved.,PE-V2-0041,related usage,,Approved,
LX-V2-0132,Volume 2: Dictionary and Word Formation,"Vocabulary > JARGON: (BATTLE, TEMPLE, MARKET) > Temple Jargon",11-13,Lianaen,To Pray / Prayer / Speaking Truth (to the divine/Heart/Balance). The act of spiritual communion or supplication.,Temple Jargon,Lian (truth) + -aen (verb-forming),Lianaen: Derivation: Lian (truth) + -aen (verb-forming) / Meaning: To Pray / Prayer / Speaking Truth (to the divine/Heart/Balance). The act of spiritual communion or supplication. / Example: Var Liorinen lianaen an shalor. (The Honored Elder goes to pray in the sanctuary.),Canon,Original jargon entry preserved.,PE-V2-0042,related usage,,Approved,
LX-V2-0133,Volume 2: Dictionary and Word Formation,"Vocabulary > JARGON: (BATTLE, TEMPLE, MARKET) > Temple Jargon",11-13,Khumeth,Sacred Ritual / Ceremony / Circle Rite. Refers to a formal spiritual practice or ceremony.,Temple Jargon,Khum (circle/reconciliation) + Eth (sacred act/embrace - assuming ),Khumeth: Derivation: Khum (circle/reconciliation) + Eth (sacred act/embrace - assuming ) / Meaning: Sacred Ritual / Ceremony / Circle Rite. Refers to a formal spiritual practice or ceremony. / Example: Nor-var Tharvok khumeth an Zhaelor. (The Family will perform the ritual in the Spring (season).),Canon,Original jargon entry preserved. Derivation contains source uncertainty.,PE-V2-0043,related usage,PT-V2-0014,Needs Human Review,possible derivation uncertainty
